,Label,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20
0,3,0.0,0.0,0.0,-0.05762356519699097,-0.030099451541900635,-0.033768922090530396,-0.09943991899490356,-0.0947648286819458,-0.05027677118778229,-0.1187366247177124,-0.16117191314697266,-0.0663079172372818,-0.1361865997314453,-0.2156740427017212,-0.08272520452737808,-0.07159167528152466,-0.19147920608520508,-0.005223593208938837,-0.08014035224914551,-0.2750726342201233,-0.017226900905370712,-0.08160823583602905,-0.3252629041671753,-0.030613550916314125,-0.0816616415977478,-0.3710182309150696,-0.04175106808543205,-0.03810518980026245,-0.20170998573303223,-0.0035319000016897917,-0.043367624282836914,-0.29160410165786743,-0.010970639996230602,-0.0442967414855957,-0.34579747915267944,-0.028311248868703842,-0.04503101110458374,-0.39342188835144043,-0.04324384033679962,-0.0064220428466796875,-0.19596195220947266,-0.007342932745814323,-0.004940032958984375,-0.2791835069656372,-0.016049427911639214,-0.002325594425201416,-0.3322196304798126,-0.03255089744925499,-0.0021685361862182617,-0.37817317247390747,-0.04596877843141556,0.024726450443267822,-0.17743515968322754,-0.016083845868706703,0.03333616256713867,-0.2438088059425354,-0.025366537272930145,0.037716567516326904,-0.2842714488506317,-0.03543132171034813,0.038037657737731934,-0.32257580757141113,-0.043916333466768265
1,3,0.0,0.0,0.0,-0.05672872066497803,-0.02984917163848877,-0.033580414950847626,-0.09824967384338379,-0.09425729513168335,-0.04997139796614647,-0.11795800924301147,-0.16028928756713867,-0.06576637923717499,-0.13500255346298218,-0.21443557739257812,-0.08194653689861298,-0.07081133127212524,-0.1909734010696411,-0.006725719664245844,-0.07958245277404785,-0.2748670279979706,-0.01892416924238205,-0.08126384019851685,-0.32523298263549805,-0.032145906239748,-0.0814276933670044,-0.3709578514099121,-0.04313615337014198,-0.03754770755767822,-0.20120751857757568,-0.0049951220862567425,-0.04257059097290039,-0.29119908809661865,-0.012776087038218975,-0.043537676334381104,-0.3452831208705902,-0.02995256893336773,-0.044178903102874756,-0.3928129971027374,-0.04474543780088425,-0.006057083606719971,-0.1955379843711853,-0.008607984520494938,-0.004423201084136963,-0.27888819575309753,-0.017907699570059776,-0.0019738078117370605,-0.33178550004959106,-0.03460125997662544,-0.001658797264099121,-0.3775337040424347,-0.04800353944301605,0.024909496307373047,-0.17708855867385864,-0.017034409567713737,0.033836185932159424,-0.2432776689529419,-0.02683323062956333,0.038435518741607666,-0.2836441099643707,-0.03712955862283707,0.03927922248840332,-0.32162225246429443,-0.045698463916778564
2,3,0.0,0.0,0.0,-0.056875646114349365,-0.03086906671524048,-0.036919862031936646,-0.09742629528045654,-0.09504306316375732,-0.05493133142590523,-0.11597573757171631,-0.16059929132461548,-0.07182956486940384,-0.13229000568389893,-0.2138921022415161,-0.08911964297294617,-0.07004004716873169,-0.19160926342010498,-0.010834356769919395,-0.07783478498458862,-0.2743915617465973,-0.02441808581352234,-0.07954138517379761,-0.3240348696708679,-0.03867049887776375,-0.07996004819869995,-0.3692367672920227,-0.0502815805375576,-0.03653764724731445,-0.20131897926330566,-0.007748651783913374,-0.04055291414260864,-0.29066574573516846,-0.016996966674923897,-0.0417519211769104,-0.34423983097076416,-0.03544849902391434,-0.042852699756622314,-0.39111101627349854,-0.05105876177549362,-0.005391895771026611,-0.19508439302444458,-0.010178682394325733,-0.002722024917602539,-0.2759796679019928,-0.02098977379500866,-0.00012576580047607422,-0.32806897163391113,-0.03944609686732292,0.00020992755889892578,-0.37341243028640747,-0.053786709904670715,0.024903416633605957,-0.17568588256835938,-0.017556210979819298,0.034680724143981934,-0.2398843765258789,-0.02832837775349617,0.0406111478805542,-0.2790890634059906,-0.03969353809952736,0.0427631139755249,-0.3162171244621277,-0.04893786460161209
3,3,0.0,0.0,0.0,-0.05690157413482666,-0.029882311820983887,-0.036540254950523376,-0.09791290760040283,-0.0934605598449707,-0.0540945902466774,-0.11682265996932983,-0.15848106145858765,-0.07052771747112274,-0.13309282064437866,-0.2109331488609314,-0.08734048157930374,-0.07040339708328247,-0.19036060571670532,-0.01065085455775261,-0.07860201597213745,-0.2724054455757141,-0.024381496012210846,-0.08053719997406006,-0.3216974139213562,-0.03882407397031784,-0.08117872476577759,-0.36666572093963623,-0.05054672807455063,-0.03727293014526367,-0.20033687353134155,-0.007653441745787859,-0.04137980937957764,-0.28929615020751953,-0.017387721687555313,-0.04265487194061279,-0.3424449563026428,-0.03629359230399132,-0.0436863899230957,-0.3888087868690491,-0.052138954401016235,-0.006451725959777832,-0.19438815116882324,-0.010112827643752098,-0.004165470600128174,-0.27496907114982605,-0.021507628262043,-0.001720428466796875,-0.32669568061828613,-0.040475040674209595,-0.0012084245681762695,-0.37153807282447815,-0.055010970681905746,0.02358996868133545,-0.1752597689628601,-0.017424169927835464,0.03316420316696167,-0.23936694860458374,-0.028723543509840965,0.038868725299835205,-0.27864477038383484,-0.04052580147981644,0.041017115116119385,-0.31559035181999207,-0.05002110078930855
4,3,0.0,0.0,0.0,-0.05701953172683716,-0.02913081645965576,-0.03394675254821777,-0.0982094407081604,-0.0930362343788147,-0.05033954232931137,-0.11699986457824707,-0.15744006633758545,-0.06586547195911407,-0.1356067657470703,-0.20751452445983887,-0.08187253773212433,-0.06997287273406982,-0.18980222940444946,-0.0118754543364048,-0.07851463556289673,-0.27083683013916016,-0.026865286752581596,-0.08039557933807373,-0.3186954855918884,-0.04188627749681473,-0.08125519752502441,-0.3625195026397705,-0.05381983891129494,-0.03637826442718506,-0.20001643896102905,-0.01017169002443552,-0.04017597436904907,-0.2880878150463104,-0.0220196433365345,-0.04133552312850952,-0.3397570252418518,-0.04199714958667755,-0.04270094633102417,-0.3850048780441284,-0.05832219496369362,-0.005353152751922607,-0.1939370036125183,-0.013496075756847858,-0.0026339292526245117,-0.2736870050430298,-0.027138806879520416,-0.0007140040397644043,-0.32499903440475464,-0.04740617051720619,-0.0008970499038696289,-0.3695369362831116,-0.06233254820108414,0.02491438388824463,-0.17415016889572144,-0.02120266482234001,0.03407740592956543,-0.23801279067993164,-0.0339728519320488,0.039205729961395264,-0.27702462673187256,-0.046630896627902985,0.04090011119842529,-0.3134440779685974,-0.05657665431499481
5,3,0.0,0.0,0.0,-0.057034194469451904,-0.030531585216522217,-0.03101036325097084,-0.09804177284240723,-0.09555971622467041,-0.04723552241921425,-0.11626690626144409,-0.16029012203216553,-0.06303651630878448,-0.13561546802520752,-0.20935237407684326,-0.07942899316549301,-0.06778675317764282,-0.19075101613998413,-0.014191001653671265,-0.07613587379455566,-0.271217942237854,-0.030803442001342773,-0.07740789651870728,-0.3186706602573395,-0.04641171172261238,-0.07759785652160645,-0.36187052726745605,-0.058590393513441086,-0.033335089683532715,-0.20041966438293457,-0.014581745490431786,-0.03680616617202759,-0.28827953338623047,-0.028699250891804695,-0.037547767162323,-0.33910292387008667,-0.04897258058190346,-0.03853553533554077,-0.38390886783599854,-0.06527180969715118,-0.001416921615600586,-0.19359499216079712,-0.019525405019521713,0.0010202527046203613,-0.27380213141441345,-0.034621331840753555,0.0026633143424987793,-0.3251897096633911,-0.05449294298887253,0.002574324607849121,-0.3696824312210083,-0.06904149055480957,0.030055522918701172,-0.17289793491363525,-0.028491264209151268,0.03910481929779053,-0.23852843046188354,-0.04199742525815964,0.043542325496673584,-0.27883726358413696,-0.05448824167251587,0.04502749443054199,-0.3165171146392822,-0.06434053927659988
6,3,0.0,0.0,0.0,-0.05470693111419678,-0.03527754545211792,-0.024304602295160294,-0.09447470307350159,-0.09732967615127563,-0.03968304768204689,-0.11026564240455627,-0.1570379137992859,-0.05561003088951111,-0.12541323900222778,-0.20645877718925476,-0.07236756384372711,-0.06216323375701904,-0.18699318170547485,-0.017012419179081917,-0.07011479139328003,-0.2673999071121216,-0.03668813779950142,-0.07079440355300903,-0.3156622052192688,-0.054029468446969986,-0.0707160234451294,-0.35988062620162964,-0.06720126420259476,-0.028702974319458008,-0.19559043645858765,-0.021321376785635948,-0.033323049545288086,-0.28470879793167114,-0.040417250245809555,-0.03467196226119995,-0.3375951945781708,-0.06223013252019882,-0.03642141819000244,-0.3853830099105835,-0.07910283654928207,0.003514885902404785,-0.1893395185470581,-0.02927546016871929,0.006701409816741943,-0.27062419056892395,-0.04753871634602547,0.006624042987823486,-0.3214190602302551,-0.06730396300554276,0.004371523857116699,-0.3664565682411194,-0.08142993599176407,0.03632032871246338,-0.16904467344284058,-0.04049014672636986,0.04540294408798218,-0.23415687680244446,-0.056073058396577835,0.04731565713882446,-0.27567487955093384,-0.06920617073774338,0.04572737216949463,-0.31579336524009705,-0.07938985526561737
7,3,0.0,0.0,0.0,-0.05480074882507324,-0.03352808952331543,-0.02134384773671627,-0.09131872653961182,-0.0976400375366211,-0.0356164388358593,-0.10445654392242432,-0.1603897213935852,-0.05060857534408569,-0.12089750170707703,-0.2108565866947174,-0.06647901237010956,-0.05671650171279907,-0.1826590895652771,-0.01621430553495884,-0.06511363387107849,-0.2660062611103058,-0.03449587896466255,-0.06778311729431152,-0.3150375485420227,-0.04995601996779442,-0.06929239630699158,-0.35920271277427673,-0.061980925500392914,-0.02406179904937744,-0.1906614601612091,-0.021514397114515305,-0.029626429080963135,-0.2805199921131134,-0.038768522441387177,-0.03374612331390381,-0.33384978771209717,-0.0581645742058754,-0.03753417730331421,-0.37972795963287354,-0.07379505038261414,0.006945431232452393,-0.18386515974998474,-0.029857326298952103,0.007730662822723389,-0.2681596875190735,-0.04754260182380676,0.006577610969543457,-0.3201947808265686,-0.06587958335876465,0.004340708255767822,-0.3646937608718872,-0.07922893017530441,0.03839045763015747,-0.1636735200881958,-0.041015785187482834,0.04530268907546997,-0.23195970058441162,-0.056688085198402405,0.04654735326766968,-0.2756594717502594,-0.06900328397750854,0.045103490352630615,-0.31638580560684204,-0.07877786457538605
8,3,0.0,0.0,0.0,-0.05246645212173462,-0.032551109790802,-0.020857375115156174,-0.08652663230895996,-0.0998656153678894,-0.03555300831794739,-0.0994572639465332,-0.1634247899055481,-0.05058644339442253,-0.11660966277122498,-0.21214112639427185,-0.06666015088558197,-0.05541679263114929,-0.18449276685714722,-0.021587509661912918,-0.06337815523147583,-0.2667125463485718,-0.04168831184506416,-0.0662955641746521,-0.31593161821365356,-0.057883694767951965,-0.06837120652198792,-0.35884779691696167,-0.07023843377828598,-0.024188578128814697,-0.19121518731117249,-0.027204474434256554,-0.028671205043792725,-0.2808067500591278,-0.04677606746554375,-0.03282725811004639,-0.334678590297699,-0.06696605682373047,-0.036735594272613525,-0.3804349899291992,-0.08299728482961655,0.0062713623046875,-0.1831287145614624,-0.035277292132377625,0.006245076656341553,-0.2680663764476776,-0.05476311221718788,0.0037924647331237793,-0.32058489322662354,-0.07358618080615997,0.0006451010704040527,-0.36450642347335815,-0.08714200556278229,0.037665605545043945,-0.1620752215385437,-0.04594876617193222,0.04333609342575073,-0.22979381680488586,-0.06292194873094559,0.04318946599960327,-0.27373799681663513,-0.07575000822544098,0.040760159492492676,-0.31429439783096313,-0.08586887270212173
9,3,0.0,0.0,0.0,-0.05206739902496338,-0.03452354669570923,-0.017275553196668625,-0.08321064710617065,-0.10391950607299805,-0.031344104558229446,-0.09557592868804932,-0.16676241159439087,-0.046547017991542816,-0.11349555850028992,-0.21423128247261047,-0.0631495788693428,-0.05489662289619446,-0.18776240944862366,-0.020769279450178146,-0.0633130669593811,-0.26857686042785645,-0.042163554579019547,-0.06826251745223999,-0.31820422410964966,-0.0593523234128952,-0.07224166393280029,-0.36076271533966064,-0.07237057387828827,-0.026327788829803467,-0.19286063313484192,-0.029104862362146378,-0.03241857886314392,-0.2814430594444275,-0.05033297836780548,-0.037662506103515625,-0.3362542986869812,-0.0715770423412323,-0.04242333769798279,-0.3828185498714447,-0.08837105333805084,0.0028704404830932617,-0.18308109045028687,-0.039561301469802856,0.0017183423042297363,-0.26713356375694275,-0.060392383486032486,-0.001492321491241455,-0.3215053081512451,-0.0800161063671112,-0.00522613525390625,-0.36639970541000366,-0.09427334368228912,0.033654987812042236,-0.16038000583648682,-0.052355922758579254,0.03733110427856445,-0.22651934623718262,-0.07045044749975204,0.03576380014419556,-0.27099671959877014,-0.083956278860569,0.03237384557723999,-0.3117430508136749,-0.09474702179431915
